M=1.5 Msun              				        M=3.0 Msu    
ISOT.            Z        X_ini       X_AGB_He      M_He(ej)	  X_AGB_He      M_He(ej)      
pm149   1.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm147   1.0000D-02   1.4588D-10     2.9268D-09    1.1856D-02	6.8469D-09    1.3100D-02   
sm148   1.0000D-02   1.0748D-10     1.0548D-08    1.1856D-02	2.2592D-08    1.3100D-02   
sm149   1.0000D-02   1.3193D-10     1.5808D-09    1.1856D-02	3.6886D-09    1.3100D-02   
sm150   1.0000D-02   7.1257D-11     6.8150D-09    1.1856D-02	1.5952D-08    1.3100D-02   
sm151   1.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm152   1.0000D-02   2.6047D-10     5.6570D-09    1.1856D-02	1.3234D-08    1.3100D-02   
sm153   1.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm154   1.0000D-02   2.2445D-10     1.2935D-10    1.1856D-02	4.9931D-10    1.3100D-02   
eu151   1.0000D-02   1.7464D-10     1.0922D-09    1.1856D-02	2.5520D-09    1.3100D-02   
eu152   1.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu153   1.0000D-02   1.9331D-10     9.3233D-10    1.1856D-02	2.1814D-09    1.3100D-02   
eu154   1.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu155   1.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu156   1.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu157   1.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
      					       	       	  		   				          
ba134   1.2000D-02   3.6327D-10     3.7501D-08    1.1856D-02	8.0349D-08    1.3100D-02   
ba135   1.2000D-02   9.9387D-10     2.4092D-08    1.1856D-02	6.1753D-08    1.3100D-02   
ba136   1.2000D-02   1.1940D-09     1.2356D-07    1.1856D-02	2.7369D-07    1.3100D-02   
ba137   1.2000D-02   1.7173D-09     1.0157D-07    1.1856D-02	2.6023D-07    1.3100D-02   
ba138   1.2000D-02   1.1052D-08     8.5227D-07    1.1856D-02	2.0005D-06    1.3100D-02   
ba139   1.2000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ba140   1.2000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
la139   1.2000D-02   1.5419D-09     8.5232D-08    1.1856D-02	1.9891D-07    1.3100D-02   
la140   1.2000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
la141   1.2000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ce140   1.2000D-02   3.4994D-09     2.3915D-07    1.1856D-02	5.7052D-07    1.3100D-02   
ce141   1.2000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ce142   1.2000D-02   4.4500D-10     3.1720D-09    1.1856D-02	2.0093D-08    1.3100D-02   
ce143   1.2000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pr141   1.2000D-02   5.8565D-10     2.2630D-08    1.1856D-02	5.6451D-08    1.3100D-02   
pr142   1.2000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pr143   1.2000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd142   1.2000D-02   7.9465D-10     6.0795D-08    1.1856D-02	1.3963D-07    1.3100D-02   
nd143   1.2000D-02   3.5566D-10     8.7109D-09    1.1856D-02	2.1545D-08    1.3100D-02   
nd144   1.2000D-02   7.0556D-10     2.7132D-08    1.1856D-02	6.8508D-08    1.3100D-02   
nd145   1.2000D-02   2.4776D-10     5.1365D-09    1.1856D-02	1.2998D-08    1.3100D-02   
nd146   1.2000D-02   5.1564D-10     2.4672D-08    1.1856D-02	6.2641D-08    1.3100D-02   
nd147   1.2000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd148   1.2000D-02   1.7558D-10     1.6444D-09    1.1856D-02	7.1312D-09    1.3100D-02   
nd149   1.2000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd150   1.2000D-02   1.7423D-10     1.5245D-11    1.1856D-02	1.6119D-11    1.3100D-02   
pm147   1.2000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pm148   1.2000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pm149   1.2000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm147   1.2000D-02   1.4588D-10     2.2442D-09    1.1856D-02	5.7287D-09    1.3100D-02   
sm148   1.2000D-02   1.0748D-10     8.0835D-09    1.1856D-02	1.8874D-08    1.3100D-02   
sm149   1.2000D-02   1.3193D-10     1.2065D-09    1.1856D-02	3.0798D-09    1.3100D-02   
sm150   1.2000D-02   7.1257D-11     5.1974D-09    1.1856D-02	1.3330D-08    1.3100D-02   
sm151   1.2000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm152   1.2000D-02   2.6047D-10     4.3044D-09    1.1856D-02	1.1062D-08    1.3100D-02   
sm153   1.2000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm154   1.2000D-02   2.2445D-10     1.0014D-10    1.1856D-02	4.2590D-10    1.3100D-02   
eu151   1.2000D-02   1.7464D-10     8.3280D-10    1.1856D-02	2.1329D-09    1.3100D-02   
eu152   1.2000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu153   1.2000D-02   1.9331D-10     7.0962D-10    1.1856D-02	1.8227D-09    1.3100D-02   
eu154   1.2000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu155   1.2000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu156   1.2000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu157   1.2000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
      					       	       	  		   	       	          
ba134   1.5000D-02   3.6327D-10     2.9985D-08    1.1856D-02	6.0764D-08    1.3100D-02   
ba135   1.5000D-02   9.9387D-10     1.9118D-08    1.1856D-02	4.6919D-08    1.3100D-02   
ba136   1.5000D-02   1.1940D-09     9.8316D-08    1.1856D-02	2.0950D-07    1.3100D-02   
ba137   1.5000D-02   1.7173D-09     7.9985D-08    1.1856D-02	1.9709D-07    1.3100D-02   
ba138   1.5000D-02   1.1052D-08     6.2569D-07    1.1856D-02	1.5767D-06    1.3100D-02   
ba139   1.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ba140   1.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
la139   1.5000D-02   1.5419D-09     6.1613D-08    1.1856D-02	1.5761D-07    1.3100D-02   
la140   1.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
la141   1.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ce140   1.5000D-02   3.4994D-09     1.6245D-07    1.1856D-02	4.4634D-07    1.3100D-02   
ce141   1.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ce142   1.5000D-02   4.4500D-10     2.0076D-09    1.1856D-02	1.4512D-08    1.3100D-02   
ce143   1.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pr141   1.5000D-02   5.8565D-10     1.5226D-08    1.1856D-02	4.3966D-08    1.3100D-02   
pr142   1.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pr143   1.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd142   1.5000D-02   7.9465D-10     4.0122D-08    1.1856D-02	1.0859D-07    1.3100D-02   
nd143   1.5000D-02   3.5566D-10     5.7252D-09    1.1856D-02	1.6625D-08    1.3100D-02   
nd144   1.5000D-02   7.0556D-10     1.7643D-08    1.1856D-02	5.2566D-08    1.3100D-02   
nd145   1.5000D-02   2.4776D-10     3.3335D-09    1.1856D-02	9.9625D-09    1.3100D-02   
nd146   1.5000D-02   5.1564D-10     1.5851D-08    1.1856D-02	4.7735D-08    1.3100D-02   
nd147   1.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd148   1.5000D-02   1.7558D-10     1.0202D-09    1.1856D-02	5.3445D-09    1.3100D-02   
nd149   1.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd150   1.5000D-02   1.7423D-10     2.0413D-11    1.1856D-02	2.1255D-11    1.3100D-02   
pm147   1.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pm148   1.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pm149   1.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm147   1.5000D-02   1.4588D-10     1.4413D-09    1.1856D-02	4.3669D-09    1.3100D-02   
sm148   1.5000D-02   1.0748D-10     5.1811D-09    1.1856D-02	1.4335D-08    1.3100D-02   
sm149   1.5000D-02   1.3193D-10     7.7020D-10    1.1856D-02	2.3324D-09    1.3100D-02   
sm150   1.5000D-02   7.1257D-11     3.3140D-09    1.1856D-02	1.0088D-08    1.3100D-02   
sm151   1.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm152   1.5000D-02   2.6047D-10     2.7398D-09    1.1856D-02	8.3556D-09    1.3100D-02   
sm153   1.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm154   1.5000D-02   2.2445D-10     6.8158D-11    1.1856D-02	3.2933D-10    1.3100D-02   
eu151   1.5000D-02   1.7464D-10     5.3133D-10    1.1856D-02	1.6142D-09    1.3100D-02   
eu152   1.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu153   1.5000D-02   1.9331D-10     4.5193D-10    1.1856D-02	1.3769D-09    1.3100D-02   
eu154   1.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu155   1.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu156   1.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu157   1.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
      					       	       	  		   				       		    
ba134   1.8000D-02   3.6327D-10     2.4451D-08    1.1856D-02	5.0793D-08    1.3100D-02   
ba135   1.8000D-02   9.9387D-10     1.5451D-08    1.1856D-02	3.9315D-08    1.3100D-02   
ba136   1.8000D-02   1.1940D-09     7.8580D-08    1.1856D-02	1.7677D-07    1.3100D-02   
ba137   1.8000D-02   1.7173D-09     6.2880D-08    1.1856D-02	1.6441D-07    1.3100D-02   
ba138   1.8000D-02   1.1052D-08     4.5168D-07    1.1856D-02	1.2729D-06    1.3100D-02   
ba139   1.8000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ba140   1.8000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
la139   1.8000D-02   1.5419D-09     4.3743D-08    1.1856D-02	1.2602D-07    1.3100D-02   
la140   1.8000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
la141   1.8000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ce140   1.8000D-02   3.4994D-09     1.0987D-07    1.1856D-02	3.4133D-07    1.3100D-02   
ce141   1.8000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ce142   1.8000D-02   4.4500D-10     1.3480D-09    1.1856D-02	1.0409D-08    1.3100D-02   
ce143   1.8000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pr141   1.8000D-02   5.8565D-10     1.0239D-08    1.1856D-02	3.3414D-08    1.3100D-02   
pr142   1.8000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pr143   1.8000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd142   1.8000D-02   7.9465D-10     2.6577D-08    1.1856D-02	8.1430D-08    1.3100D-02   
nd143   1.8000D-02   3.5566D-10     3.7927D-09    1.1856D-02	1.2398D-08    1.3100D-02   
nd144   1.8000D-02   7.0556D-10     1.1622D-08    1.1856D-02	3.8858D-08    1.3100D-02   
nd145   1.8000D-02   2.4776D-10     2.1950D-09    1.1856D-02	7.3532D-09    1.3100D-02   
nd146   1.8000D-02   5.1564D-10     1.0366D-08    1.1856D-02	3.4921D-08    1.3100D-02   
nd147   1.8000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd148   1.8000D-02   1.7558D-10     6.5899D-10    1.1856D-02	3.8603D-09    1.3100D-02   
nd149   1.8000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd150   1.8000D-02   1.7423D-10     2.5863D-11    1.1856D-02	2.6636D-11    1.3100D-02   
pm147   1.8000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pm148   1.8000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pm149   1.8000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm147   1.8000D-02   1.4588D-10     9.4283D-10    1.1856D-02	3.1947D-09    1.3100D-02   
sm148   1.8000D-02   1.0748D-10     3.3844D-09    1.1856D-02	1.0437D-08    1.3100D-02   
sm149   1.8000D-02   1.3193D-10     5.0244D-10    1.1856D-02	1.6949D-09    1.3100D-02   
sm150   1.8000D-02   7.1257D-11     2.1617D-09    1.1856D-02	7.3218D-09    1.3100D-02   
sm151   1.8000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm152   1.8000D-02   2.6047D-10     1.7903D-09    1.1856D-02	6.0559D-09    1.3100D-02   
sm153   1.8000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm154   1.8000D-02   2.2445D-10     5.0607D-11    1.1856D-02	2.4673D-10    1.3100D-02   
eu151   1.8000D-02   1.7464D-10     3.4727D-10    1.1856D-02	1.1719D-09    1.3100D-02   
eu152   1.8000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu153   1.8000D-02   1.9331D-10     2.9561D-10    1.1856D-02	9.9819D-10    1.3100D-02   
eu154   1.8000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu155   1.8000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu156   1.8000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu157   1.8000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
      					       	       	  		   	       	          
ba134   2.0000D-02   3.6327D-10     2.1239D-08    1.1856D-02	4.6098D-08    1.3100D-02   
ba135   2.0000D-02   9.9387D-10     1.3338D-08    1.1856D-02	3.5632D-08    1.3100D-02   
ba136   2.0000D-02   1.1940D-09     6.7093D-08    1.1856D-02	1.6020D-07    1.3100D-02   
ba137   2.0000D-02   1.7173D-09     5.3073D-08    1.1856D-02	1.4743D-07    1.3100D-02   
ba138   2.0000D-02   1.1052D-08     3.6420D-07    1.1856D-02	1.0954D-06    1.3100D-02   
ba139   2.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ba140   2.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
la139   2.0000D-02   1.5419D-09     3.4996D-08    1.1856D-02	1.0744D-07    1.3100D-02   
la140   2.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
la141   2.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ce140   2.0000D-02   3.4994D-09     8.5974D-08    1.1856D-02	2.8238D-07    1.3100D-02   
ce141   2.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ce142   2.0000D-02   4.4500D-10     1.0834D-09    1.1856D-02	8.3408D-09    1.3100D-02   
ce143   2.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pr141   2.0000D-02   5.8565D-10     8.0024D-09    1.1856D-02	2.7547D-08    1.3100D-02   
pr142   2.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pr143   2.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd142   2.0000D-02   7.9465D-10     2.0624D-08    1.1856D-02	6.6514D-08    1.3100D-02   
nd143   2.0000D-02   3.5566D-10     2.9514D-09    1.1856D-02	1.0104D-08    1.3100D-02   
nd144   2.0000D-02   7.0556D-10     9.0319D-09    1.1856D-02	3.1509D-08    1.3100D-02   
nd145   2.0000D-02   2.4776D-10     1.7074D-09    1.1856D-02	5.9588D-09    1.3100D-02   
nd146   2.0000D-02   5.1564D-10     8.0350D-09    1.1856D-02	2.8146D-08    1.3100D-02   
nd147   2.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd148   2.0000D-02   1.7558D-10     5.1120D-10    1.1856D-02	3.0981D-09    1.3100D-02   
nd149   2.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd150   2.0000D-02   1.7423D-10     3.1339D-11    1.1856D-02	3.1663D-11    1.3100D-02   
pm147   2.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pm148   2.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pm149   2.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm147   2.0000D-02   1.4588D-10     7.3127D-10    1.1856D-02	2.5753D-09    1.3100D-02   
sm148   2.0000D-02   1.0748D-10     2.6245D-09    1.1856D-02	8.3870D-09    1.3100D-02   
sm149   2.0000D-02   1.3193D-10     3.8972D-10    1.1856D-02	1.3616D-09    1.3100D-02   
sm150   2.0000D-02   7.1257D-11     1.6775D-09    1.1856D-02	5.8779D-09    1.3100D-02   
sm151   2.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm152   2.0000D-02   2.6047D-10     1.3937D-09    1.1856D-02	4.8625D-09    1.3100D-02   
sm153   2.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm154   2.0000D-02   2.2445D-10     4.5597D-11    1.1856D-02	2.0559D-10    1.3100D-02   
eu151   2.0000D-02   1.7464D-10     2.7014D-10    1.1856D-02	9.4130D-10    1.3100D-02   
eu152   2.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu153   2.0000D-02   1.9331D-10     2.3057D-10    1.1856D-02	8.0193D-10    1.3100D-02   
eu154   2.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu155   2.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu156   2.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu157   2.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
      					       				   	       	       		    
ba134   2.5000D-02   3.6327D-10     1.4883D-08    1.1856D-02	3.6069D-08    1.3100D-02   
ba135   2.5000D-02   9.9387D-10     9.3108D-09    1.1856D-02	2.7855D-08    1.3100D-02   
ba136   2.5000D-02   1.1940D-09     4.5079D-08    1.1856D-02	1.2332D-07    1.3100D-02   
ba137   2.5000D-02   1.7173D-09     3.4810D-08    1.1856D-02	1.1062D-07    1.3100D-02   
ba138   2.5000D-02   1.1052D-08     2.2069D-07    1.1856D-02	7.4183D-07    1.3100D-02   
ba139   2.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ba140   2.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
la139   2.5000D-02   1.5419D-09     2.1013D-08    1.1856D-02	7.1249D-08    1.3100D-02   
la140   2.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
la141   2.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ce140   2.5000D-02   3.4994D-09     4.9904D-08    1.1856D-02	1.7713D-07    1.3100D-02   
ce141   2.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ce142   2.5000D-02   4.4500D-10     7.5339D-10    1.1856D-02	5.0474D-09    1.3100D-02   
ce143   2.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pr141   2.5000D-02   5.8565D-10     4.6659D-09    1.1856D-02	1.7204D-08    1.3100D-02   
pr142   2.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pr143   2.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd142   2.5000D-02   7.9465D-10     1.1834D-08    1.1856D-02	4.0790D-08    1.3100D-02   
nd143   2.5000D-02   3.5566D-10     1.7186D-09    1.1856D-02	6.1929D-09    1.3100D-02   
nd144   2.5000D-02   7.0556D-10     5.2811D-09    1.1856D-02	1.9171D-08    1.3100D-02   
nd145   2.5000D-02   2.4776D-10     1.0023D-09    1.1856D-02	3.6252D-09    1.3100D-02   
nd146   2.5000D-02   5.1564D-10     4.6859D-09    1.1856D-02	1.6964D-08    1.3100D-02   
nd147   2.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd148   2.5000D-02   1.7558D-10     3.1042D-10    1.1856D-02	1.8741D-09    1.3100D-02   
nd149   2.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd150   2.5000D-02   1.7423D-10     3.9419D-11    1.1856D-02	3.9302D-11    1.3100D-02   
pm147   2.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pm148   2.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pm149   2.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm147   2.5000D-02   1.4588D-10     4.2725D-10    1.1856D-02	1.5537D-09    1.3100D-02   
sm148   2.5000D-02   1.0748D-10     1.5317D-09    1.1856D-02	5.0249D-09    1.3100D-02   
sm149   2.5000D-02   1.3193D-10     2.2856D-10    1.1856D-02	8.1713D-10    1.3100D-02   
sm150   2.5000D-02   7.1257D-11     9.8592D-10    1.1856D-02	3.5266D-09    1.3100D-02   
sm151   2.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm152   2.5000D-02   2.6047D-10     8.3008D-10    1.1856D-02	2.9282D-09    1.3100D-02   
sm153   2.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm154   2.5000D-02   2.2445D-10     3.7763D-11    1.1856D-02	1.3719D-10    1.3100D-02   
eu151   2.5000D-02   1.7464D-10     1.6013D-10    1.1856D-02	5.6603D-10    1.3100D-02   
eu152   2.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu153   2.5000D-02   1.9331D-10     1.3781D-10    1.1856D-02	4.8328D-10    1.3100D-02   
eu154   2.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu155   2.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu156   2.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu157   2.5000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
      					       	       	  		   				          
ba134   3.0000D-02   3.6327D-10     1.0807D-08    1.1856D-02	2.7803D-08    1.3100D-02   
ba135   3.0000D-02   9.9387D-10     6.7717D-09    1.1856D-02	2.1432D-08    1.3100D-02   
ba136   3.0000D-02   1.1940D-09     3.1316D-08    1.1856D-02	9.2842D-08    1.3100D-02   
ba137   3.0000D-02   1.7173D-09     2.3724D-08    1.1856D-02	8.1346D-08    1.3100D-02   
ba138   3.0000D-02   1.1052D-08     1.4371D-07    1.1856D-02	5.0834D-07    1.3100D-02   
ba139   3.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ba140   3.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
la139   3.0000D-02   1.5419D-09     1.3720D-08    1.1856D-02	4.8238D-08    1.3100D-02   
la140   3.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
la141   3.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ce140   3.0000D-02   3.4994D-09     3.1893D-08    1.1856D-02	1.1611D-07    1.3100D-02   
ce141   3.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ce142   3.0000D-02   4.4500D-10     6.3945D-10    1.1856D-02	3.3125D-09    1.3100D-02   
ce143   3.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pr141   3.0000D-02   5.8565D-10     3.0267D-09    1.1856D-02	1.1277D-08    1.3100D-02   
pr142   3.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pr143   3.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd142   3.0000D-02   7.9465D-10     7.5229D-09    1.1856D-02	2.6441D-08    1.3100D-02   
nd143   3.0000D-02   3.5566D-10     1.1246D-09    1.1856D-02	4.0333D-09    1.3100D-02   
nd144   3.0000D-02   7.0556D-10     3.4935D-09    1.1856D-02	1.2461D-08    1.3100D-02   
nd145   3.0000D-02   2.4776D-10     6.6828D-10    1.1856D-02	2.3611D-09    1.3100D-02   
nd146   3.0000D-02   5.1564D-10     3.0974D-09    1.1856D-02	1.0978D-08    1.3100D-02   
nd147   3.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd148   3.0000D-02   1.7558D-10     2.2331D-10    1.1856D-02	1.2235D-09    1.3100D-02   
nd149   3.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
