    massa 	He4          C12         O16         N14         C13         Ne          Mg          Si          Fe      neutron rich   C13S        S32          Ca          Remn        Zn          K           Sc          Ti          V           Cr          Mn          Co          Ni          
 5.00000E-01 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 5.00000E-01 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00	           
 0.10000E+01 0.81220E-02 0.00000E+00 0.00000E+00 0.49700E-04 0.43900E-05 0.00000E+00 0.00000E+00 0.16295E-08 0.33986E-08 0.00000E+00 0.00000E+00 0.13286E-08 0.00000E+00 0.61000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.12500E+01 0.14691E-01 0.66700E-04 0.00000E+00 0.12000E-03 0.65900E-05 0.21011E-05 0.00000E+00 0.16176E-08 0.54020E-09 0.26900E-08 0.00000E+00 0.00000E+00 0.00000E+00 0.64200E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.15000E+01 0.19682E-01 0.16600E-02 0.28000E-04 0.20400E-03 0.10000E-04 0.33824E-04 0.00000E+00 0.12800E-07 0.10029E-08 0.47400E-07 0.00000E+00 0.00000E+00 0.00000E+00 0.62800E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.17500E+01 0.32119E-01 0.53200E-02 0.10600E-03 0.30600E-03 0.10700E-04 0.14241E-03 0.37360E-06 0.46610E-07 0.22409E-08 0.24100E-06 0.00000E+00 0.00000E+00 0.00000E+00 0.63000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.16250E-08 0.00000E+00
 0.19000E+01 0.39715E-01 0.85500E-02 0.12900E-03 0.35800E-03 0.11400E-04 0.31284E-03 0.14730E-05 0.93400E-07 0.22896E-09 0.59600E-06 0.00000E+00 0.00000E+00 0.00000E+00 0.64000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.15560E-07 0.00000E+00
 0.21000E+01 0.41594E-01 0.11500E-01 0.15300E-03 0.36500E-03 0.13600E-04 0.51380E-03 0.33420E-05 0.15460E-06 0.00000E+00 0.10300E-05 0.00000E+00 0.00000E+00 0.00000E+00 0.65000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.37700E-07 0.00000E+00
 0.22500E+01 0.74866E-01 0.22900E-01 0.18500E-03 0.45100E-03 0.12900E-04 0.17841E-02 0.23560E-04 0.53700E-06 0.00000E+00 0.40000E-05 0.00000E+00 0.00000E+00 0.00000E+00 0.66400E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.35250E-06 0.00000E+00
 0.25000E+01 0.11125E+00 0.33800E-01 0.84600E-04 0.58400E-03 0.14300E-04 0.35615E-02 0.77040E-04 0.12780E-05 0.00000E+00 0.86600E-05 0.00000E+00 0.00000E+00 0.00000E+00 0.67100E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.12528E-05 0.00000E+00
 0.30000E+01 0.11824E+00 0.37700E-01 0.00000E+00 0.71500E-03 0.19900E-04 0.35360E-02 0.24977E-03 0.48960E-05 0.00000E+00 0.11300E-04 0.00000E+00 0.00000E+00 0.00000E+00 0.73100E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.60260E-05 0.00000E+00
 0.35000E+01 0.69287E-01 0.22800E-01 0.96800E-04 0.10500E-02 0.34100E-03 0.10230E-02 0.22857E-03 0.10280E-04 0.00000E+00 0.31500E-05 0.00000E+00 0.00000E+00 0.00000E+00 0.81400E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.68815E-05 0.00000E+00
 0.40000E+01 0.13003E+00 0.73100E-02 0.26700E-04 0.23000E-01 0.16700E-02 0.99696E-03 0.38110E-03 0.17660E-04 0.00000E+00 0.23100E-05 0.00000E+00 0.00000E+00 0.00000E+00 0.85200E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.99407E-05 0.00000E+00
 0.45000E+01 0.21600E+00 0.32100E-02 0.00000E+00 0.45000E-01 0.65600E-03 0.17697E-02 0.66900E-03 0.31420E-04 0.00000E+00 0.62300E-06 0.00000E+00 0.00000E+00 0.00000E+00 0.87200E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.16981E-04 0.00000E+00
 0.50000E+01 0.36000E+00 0.26500E-02 0.00000E+00 0.64700E-01 0.71400E-03 0.23484E-02 0.13015E-02 0.59030E-04 0.00000E+00 0.30400E-06 0.00000E+00 0.00000E+00 0.00000E+00 0.90500E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.26690E-04 0.00000E+00
 0.55000E+01 0.38000E+00 0.25900E-02 0.00000E+00 0.47600E-01 0.67500E-03 0.11828E-02 0.71200E-03 0.38000E-04 0.00000E+00 0.14100E-06 0.00000E+00 0.00000E+00 0.00000E+00 0.93200E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.17911E-04 0.00000E+00
 0.60000E+01 0.50300E+00 0.12900E-02 0.00000E+00 0.52900E-01 0.64300E-03 0.91495E-03 0.82300E-03 0.45330E-04 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.97700E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.18811E-04 0.00000E+00
 0.65000E+01 0.50300E+00 0.12900E-02 0.00000E+00 0.52900E-01 0.64300E-03 0.91495E-03 0.82300E-03 0.45330E-04 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.97700E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.18811E-04 0.00000E+00
 1.10000E+01 1.06800E+00 7.39200E-02 0.14600E+00 0.00000E+00 0.00000E+00 3.12000E-02 9.20000E-03 2.17000E-02 8.00000E-02 2.59000E-02 9.60000E-04 1.04000E-02 1.35000E-03 1.32000E+00 3.51000E-05 5.05000E-05 2.23000E-06 2.20000E-05 3.66000E-06 6.79000E-04 1.29000E-04 4.24000E-04 1.67000E-02
