8.0000D-03  9.9387D-10 4.1090D-08 2.1424D-02  9.9387D-10  1.0152D-07  2.3600D-02 
8.0000D-03  1.1940D-09 2.0966D-07 2.1424D-02  1.1940D-09  3.8562D-07  2.3600D-02 
8.0000D-03  1.7173D-09 1.7502D-07 2.1424D-02  1.7173D-09  7.0046D-07  2.3600D-02 
8.0000D-03  1.1052D-08 1.3912D-06 2.1424D-02  1.1052D-08  3.4493D-06  2.3600D-02 
9.0000D-03  3.6327D-10 5.4209D-08 2.1424D-02  3.6327D-10  1.0885D-07  2.3600D-02 
9.0000D-03  9.9387D-10 3.4992D-08 2.1424D-02  9.9387D-10  9.4571D-08  2.3600D-02 
9.0000D-03  1.1940D-09 1.7786D-07 2.1424D-02  1.1940D-09  3.5691D-07  2.3600D-02 
9.0000D-03  1.7173D-09 1.4717D-07 2.1424D-02  1.7173D-09  6.2912D-07  2.3600D-02 
9.0000D-03  1.1052D-08 1.1918D-06 2.1424D-02  1.1052D-08  3.0004D-06  2.3600D-02 
1.0000D-02  3.6327D-10 4.6871D-08 1.1856D-02  3.6327D-10  1.0119D-07  1.3100D-02 
1.0000D-02  9.9387D-10 3.0202D-08 1.1856D-02  9.9387D-10  7.7704D-08  1.3100D-02 
1.0000D-02  1.1940D-09 1.5362D-07 1.1856D-02  1.1940D-09  3.4676D-07  1.3100D-02 
1.0000D-02  1.7173D-09 1.2661D-07 1.1856D-02  1.7173D-09  3.3562D-07  1.3100D-02 
1.0000D-02  1.1052D-08 1.0508D-06 1.1856D-02  1.1052D-08  2.5055D-06  1.3100D-02 
1.2000D-02  3.6327D-10 3.7501D-08 1.1856D-02  3.6327D-10  8.0349D-08  1.3100D-02 
1.2000D-02  9.9387D-10 2.4092D-08 1.1856D-02  9.9387D-10  6.1753D-08  1.3100D-02 
1.2000D-02  1.1940D-09 1.2356D-07 1.1856D-02  1.1940D-09  2.7369D-07  1.3100D-02 
1.2000D-02  1.7173D-09 1.0157D-07 1.1856D-02  1.7173D-09  2.6023D-07  1.3100D-02 
1.2000D-02  1.1052D-08 8.5227D-07 1.1856D-02  1.1052D-08  2.0005D-06  1.3100D-02 
1.5000D-02  3.6327D-10 2.9985D-08 1.1856D-02  3.6327D-10  6.0764D-08  1.3100D-02 
1.5000D-02  9.9387D-10 1.9118D-08 1.1856D-02  9.9387D-10  4.6919D-08  1.3100D-02 
1.5000D-02  1.1940D-09 9.8316D-08 1.1856D-02  1.1940D-09  2.0950D-07  1.3100D-02 
1.5000D-02  1.7173D-09 7.9985D-08 1.1856D-02  1.7173D-09  1.9709D-07  1.3100D-02 
1.5000D-02  1.1052D-08 6.2569D-07 1.1856D-02  1.1052D-08  1.5767D-06  1.3100D-02 
1.8000D-02  3.6327D-10 2.4451D-08 1.1856D-02  3.6327D-10  5.0793D-08  1.3100D-02 
1.8000D-02  9.9387D-10 1.5451D-08 1.1856D-02  9.9387D-10  3.9315D-08  1.3100D-02 
1.8000D-02  1.1940D-09 7.8580D-08 1.1856D-02  1.1940D-09  1.7677D-07  1.3100D-02 
1.8000D-02  1.7173D-09 6.2880D-08 1.1856D-02  1.7173D-09  1.6441D-07  1.3100D-02 
1.8000D-02  1.1052D-08 4.5168D-07 1.1856D-02  1.1052D-08  1.2729D-06  1.3100D-02 
2.0000D-02  3.6327D-10 2.1239D-08 1.1856D-02  3.6327D-10  4.6098D-08  1.3100D-02 
2.0000D-02  9.9387D-10 1.3338D-08 1.1856D-02  9.9387D-10  3.5632D-08  1.3100D-02 
2.0000D-02  1.1940D-09 6.7093D-08 1.1856D-02  1.1940D-09  1.6020D-07  1.3100D-02 
2.0000D-02  1.7173D-09 5.3073D-08 1.1856D-02  1.7173D-09  1.4743D-07  1.3100D-02 
2.0000D-02  1.1052D-08 3.6420D-07 1.1856D-02  1.1052D-08  1.0954D-06  1.3100D-02 
2.5000D-02  3.6327D-10 1.4883D-08 1.1856D-02  3.6327D-10  3.6069D-08  1.3100D-02 
2.5000D-02  9.9387D-10 9.3108D-09 1.1856D-02  9.9387D-10  2.7855D-08  1.3100D-02 
2.5000D-02  1.1940D-09 4.5079D-08 1.1856D-02  1.1940D-09  1.2332D-07  1.3100D-02 
2.5000D-02  1.7173D-09 3.4810D-08 1.1856D-02  1.7173D-09  1.1062D-07  1.3100D-02 
2.5000D-02  1.1052D-08 2.2069D-07 1.1856D-02  1.1052D-08  7.4183D-07  1.3100D-02 
3.0000D-02  3.6327D-10 1.0807D-08 1.1856D-02  3.6327D-10  2.7803D-08  1.3100D-02 
3.0000D-02  9.9387D-10 6.7717D-09 1.1856D-02  9.9387D-10  2.1432D-08  1.3100D-02 
3.0000D-02  1.1940D-09 3.1316D-08 1.1856D-02  1.1940D-09  9.2842D-08  1.3100D-02 
3.0000D-02  1.7173D-09 2.3724D-08 1.1856D-02  1.7173D-09  8.1346D-08  1.3100D-02 
3.0000D-02  1.1052D-08 1.4371D-07 1.1856D-02  1.1052D-08  5.0834D-07  1.3100D-02 
4.0000D-02  3.6327D-10 6.8843D-09 1.1856D-02  3.6327D-10  1.7049D-08  1.3100D-02 
4.0000D-02  9.9387D-10 4.3841D-09 1.1856D-02  9.9387D-10  1.3260D-08  1.3100D-02 
4.0000D-02  1.1940D-09 1.8119D-08 1.1856D-02  1.1940D-09  5.4304D-08  1.3100D-02 
4.0000D-02  1.7173D-09 1.3311D-08 1.1856D-02  1.7173D-09  4.6105D-08  1.3100D-02 
4.0000D-02  1.1052D-08 7.6443D-08 1.1856D-02  1.1052D-08  2.6444D-07  1.3100D-02 
       
