  3.99999999E-06  6.95067959E-09  1.09138787E-09
  7.99999998E-06  6.95067959E-09  1.09138787E-09
  1.19999995E-05  6.95067959E-09  1.09138787E-09
  1.60000000E-05  6.95067959E-09  1.09138787E-09
  1.99999995E-05  6.95067959E-09  1.09138787E-09
  2.39999990E-05  6.95067959E-09  1.31769673E-09
  2.80000004E-05  6.95067959E-09  1.54400581E-09
  3.19999999E-05  6.95067959E-09  1.77031456E-09
  3.59999976E-05  6.95067959E-09  1.99662331E-09
  3.99999990E-05  6.95067959E-09  2.22293250E-09
  4.40000003E-05  6.95067959E-09  2.44924125E-09
  4.79999981E-05  6.95067959E-09  2.67555023E-09
  5.19999994E-05  6.95067959E-09  2.90185920E-09
  5.60000008E-05  6.95067959E-09  3.12816817E-09
  5.99999948E-05  6.95067959E-09  3.35447670E-09
  6.39999998E-05  6.95067959E-09  3.58078589E-09
  6.80000012E-05  6.95067959E-09  3.80709508E-09
  7.19999953E-05  6.95067959E-09  4.03340339E-09
  7.59999966E-05  6.95067959E-09  4.25971258E-09
  7.99999980E-05  6.95067959E-09  4.48602133E-09
  8.39999993E-05  6.95067959E-09  4.71233053E-09
  8.80000007E-05  6.95067959E-09  4.93863928E-09
  9.19999948E-05  6.95067959E-09  5.16494802E-09
  9.59999961E-05  6.95067959E-09  5.39125677E-09
  9.99999975E-05  6.95067959E-09  5.61756597E-09
  1.03999999E-04  6.95067959E-09  5.92036065E-09
  1.07999993E-04  6.95067959E-09  6.22315444E-09
  1.12000002E-04  6.95067959E-09  6.52594956E-09
  1.15999996E-04  6.95067959E-09  6.82874335E-09
  1.19999990E-04  6.95067959E-09  7.13153714E-09
  1.23999998E-04  6.95067959E-09  7.43433226E-09
  1.28000000E-04  6.95067959E-09  7.73712650E-09
  1.31999986E-04  6.95067959E-09  8.03992073E-09
  1.36000002E-04  6.95067959E-09  8.34271585E-09
  1.40000004E-04  6.95067959E-09  8.64551009E-09
  1.43999991E-04  6.95067959E-09  8.94830343E-09
  1.48000006E-04  6.95067959E-09  9.25109944E-09
  1.51999993E-04  6.95067959E-09  9.55389279E-09
  1.55999995E-04  6.95067959E-09  9.85668702E-09
  1.59999996E-04  6.95067959E-09  1.01594813E-08
  1.63999997E-04  6.95067959E-09  1.04622764E-08
  1.67999999E-04  6.95067959E-09  1.07650706E-08
  1.71999985E-04  6.95067959E-09  1.10678640E-08
  1.76000001E-04  6.95067959E-09  1.13706591E-08
  1.79999988E-04  6.95067959E-09  1.16734533E-08
  1.83999990E-04  6.95067959E-09  1.19762475E-08
  1.88000005E-04  6.95067959E-09  1.22790427E-08
  1.91999992E-04  6.95067959E-09  1.25818360E-08
  1.95999994E-04  6.95067959E-09  1.28846311E-08
  1.99999995E-04  6.95067959E-09  1.31874254E-08
  2.03999996E-04  7.31791694E-09  1.36197293E-08
  2.07999998E-04  7.68515385E-09  1.40520324E-08
  2.11999984E-04  8.05238987E-09  1.44843346E-08
  2.15999986E-04  8.41962766E-09  1.49166386E-08
  2.20000002E-04  8.78686635E-09  1.53489434E-08
  2.24000003E-04  9.15410325E-09  1.57812483E-08
  2.27999990E-04  9.52133927E-09  1.62135496E-08
  2.31999991E-04  9.88857707E-09  1.66458527E-08
  2.35999993E-04  1.02558140E-08  1.70781576E-08
  2.39999979E-04  1.06230500E-08  1.75104589E-08
  2.44000010E-04  1.09902896E-08  1.79427655E-08
  2.47999997E-04  1.13575265E-08  1.83750686E-08
  2.51999998E-04  1.17247634E-08  1.88073717E-08
  2.55999999E-04  1.20920003E-08  1.92396747E-08
  2.60000001E-04  1.24592381E-08  1.96719796E-08
  2.63999973E-04  1.28264723E-08  2.01042809E-08
  2.67999974E-04  1.31937101E-08  2.05365840E-08
  2.72000005E-04  1.35609497E-08  2.09688906E-08
  2.76000006E-04  1.39281875E-08  2.14011937E-08
  2.80000007E-04  1.42954253E-08  2.18334968E-08
  2.83999980E-04  1.46626586E-08  2.22657981E-08
  2.87999981E-04  1.50298973E-08  2.26981030E-08
  2.91999982E-04  1.53971342E-08  2.31304060E-08
  2.96000013E-04  1.57643747E-08  2.35627127E-08
  3.00000014E-04  1.61316116E-08  2.39950175E-08
  3.03999986E-04  1.64988467E-08  2.44273171E-08
  3.07999988E-04  1.68660836E-08  2.48596201E-08
  3.11999989E-04  1.72333205E-08  2.52919250E-08
  3.15999991E-04  1.76005575E-08  2.57242281E-08
  3.19999992E-04  1.79677944E-08  2.61565312E-08
  3.23999993E-04  1.83350330E-08  2.65888360E-08
  3.27999995E-04  1.87022700E-08  2.70211391E-08
  3.31999996E-04  1.90695069E-08  2.74534422E-08
  3.35999997E-04  1.94367438E-08  2.78857470E-08
  3.39999999E-04  1.98039825E-08  2.83180519E-08
  3.43999971E-04  2.01712158E-08  2.87503497E-08
  3.48000001E-04  2.05384563E-08  2.91826581E-08
  3.52000003E-04  2.09056932E-08  2.96149594E-08
  3.56000004E-04  2.12729301E-08  3.00472607E-08
  3.59999976E-04  2.16401652E-08  3.04795620E-08
  3.63999978E-04  2.20074021E-08  3.09118668E-08
  3.67999979E-04  2.23746390E-08  3.13441717E-08
  3.72000010E-04  2.27418795E-08  3.17764766E-08
  3.76000011E-04  2.31091164E-08  3.22087814E-08
  3.79999983E-04  2.34763515E-08  3.26410827E-08
  3.83999984E-04  2.38435884E-08  3.30733840E-08
  3.87999986E-04  2.42108271E-08  3.35056889E-08
  3.91999987E-04  2.45780640E-08  3.39379937E-08
  3.95999989E-04  2.49453009E-08  3.43702951E-08
  3.99999990E-04  2.53125378E-08  3.48025999E-08
  4.03999991E-04  2.56797748E-08  3.52349048E-08
  4.07999993E-04  2.60470117E-08  3.56672061E-08
  4.11999994E-04  2.64142503E-08  3.60995109E-08
  4.15999995E-04  2.67814873E-08  3.65318158E-08
  4.19999968E-04  2.71487224E-08  3.69641171E-08
  4.23999969E-04  2.75159593E-08  3.73964184E-08
  4.27999970E-04  2.78831962E-08  3.78287233E-08
  4.31999972E-04  2.82504331E-08  3.82610281E-08
  4.36000002E-04  2.86176736E-08  3.86933330E-08
  4.40000003E-04  2.89849105E-08  3.91256378E-08
  4.44000005E-04  2.93521492E-08  3.95579427E-08
  4.48000006E-04  2.97193861E-08  3.99902440E-08
  4.52000007E-04  3.00866247E-08  4.04225489E-08
  4.55999980E-04  3.04538581E-08  4.08548502E-08
  4.59999981E-04  3.08210950E-08  4.12871515E-08
  4.63999982E-04  3.11883319E-08  4.17194563E-08
  4.67999984E-04  3.15555688E-08  4.21517612E-08
  4.71999985E-04  3.19228057E-08  4.25840625E-08
  4.75999987E-04  3.22900462E-08  4.30163674E-08
  4.79999959E-04  3.26572795E-08  4.34486687E-08
  4.83999960E-04  3.30245165E-08  4.38809735E-08
  4.88000020E-04  3.33917605E-08  4.43132819E-08
  4.92000021E-04  3.37589974E-08  4.47455868E-08
  4.95999993E-04  3.41262307E-08  4.51778845E-08
  5.00000024E-04  3.44934712E-08  4.56101930E-08
  5.03999996E-04  3.45246178E-08  4.56211886E-08
  5.07999968E-04  3.45557645E-08  4.56321843E-08
  5.11999999E-04  3.45869111E-08  4.56431835E-08
  5.15999971E-04  3.46180578E-08  4.56541791E-08
  5.20000001E-04  3.46492044E-08  4.56651748E-08
  5.23999974E-04  3.46803510E-08  4.56761704E-08
  5.27999946E-04  3.47114977E-08  4.56871696E-08
  5.31999976E-04  3.47426443E-08  4.56981653E-08
  5.35999949E-04  3.47737874E-08  4.57091609E-08
  5.40000037E-04  3.48049376E-08  4.57201565E-08
  5.44000010E-04  3.48360842E-08  4.57311558E-08
  5.47999982E-04  3.48672273E-08  4.57421514E-08
  5.52000012E-04  3.48983740E-08  4.57531470E-08
  5.55999984E-04  3.49295206E-08  4.57641427E-08
  5.60000015E-04  3.49606673E-08  4.57751419E-08
  5.63999987E-04  3.49918139E-08  4.57861375E-08
  5.67999959E-04  3.50229605E-08  4.57971332E-08
  5.71999990E-04  3.50541072E-08  4.58081288E-08
  5.75999962E-04  3.50852538E-08  4.58191280E-08
  5.79999993E-04  3.51164005E-08  4.58301237E-08
  5.83999965E-04  3.51475471E-08  4.58411193E-08
  5.87999937E-04  3.51786937E-08  4.58521150E-08
  5.92000026E-04  3.52098404E-08  4.58631142E-08
  5.95999998E-04  3.52409870E-08  4.58741098E-08
